date,Top_stocks
2024-11,"15058,91457,86536,22323,15287,15056,93337,19628,54704,91907,92380,15303,14877,13455,18259,76711,18054,15542,85293,63715,70704,18217,19862,17358,87656,82747,17877,85744,10779,16120,19313,19592,17141,18824,90298,92619,15286,17444,88240"
2024-10,"15287,15058,86536,91457,22323,15056,92130,93337,19628,91907,18054,54704,82747,18824,15542,15303,18259,92619,14877,70704,17141,18217,19862,10779,92380,50606,18827,16998,19592,63715,19008,15796,91366,76711,17444,90298,86115,18836,80050"
2024-09,"15058,15287,91457,86536,22323,18054,91907,92619,93337,18824,54704,19862,15056,18259,18217,19628,15303,50606,18827,18670,70704,14877,88240,90298,15542,82747,18224,32791,92380,63715,15796,19592,17141,14092,19008,17444,17877,16998,92518"
2024-08,"15058,91457,18054,15287,86536,91907,92619,93337,22323,12060,19628,18224,92380,18824,15542,17141,18827,15303,50606,82747,90298,16680,15286,16108,70704,16318,19592,15056,18217,32791,15796,19862,86115,13750,14877,14545,14092,17877"
2024-07,"15058,86536,18054,15287,91907,93337,92619,18224,12060,18824,88240,92380,15303,15542,19592,91457,70704,50606,18827,90298,16108,86115,82747,16318,32791,15286,14877,54704,18217,17444,15796,15056,63715,17039,17877,14092,19628,17141"
2024-06,"15058,86536,91907,18054,15287,18224,15303,92619,93337,18824,12060,15542,92380,90298,82747,70704,19862,91457,18217,19592,50606,15833,19008,15286,16318,18827,13976,13750,14546,15796,17039,85272,54704,16108,86115,16005,65270,89547"
2024-05,"15058,86536,18224,91907,15287,18824,18054,12060,93337,15303,92619,18217,17039,15542,90298,70704,92380,19008,50606,82747,19592,13750,15833,18399,18827,16689,16318,15416,65270,54704,91457,19862,16400,16776,85272,89547,15796,86115"
2024-04,"15058,18224,91907,15287,86536,93337,18824,18054,15303,12060,81084,17039,16689,65270,16318,92380,92619,90298,91457,85272,18827,15542,54704,70704,16377,89547,20336,50606,13750,63715,92102,18901,17968,19008,86115,19628,13202,19592"
2024-03,"18224,15058,91907,15287,18824,93337,12060,87471,17039,81084,86536,65270,92380,92619,18054,18901,16318,16689,93237,90298,17357,70704,91734,92102,89547,50606,79702,47723,85272,19966,13202,18827,50286,54704,92518,49429,93299,16611"
2024-02,"18224,15058,17039,93337,12060,18824,85272,87471,65270,81084,92619,91907,18827,50606,90298,92380,86536,16318,47723,16611,16689,90170,70704,89547,16592,16021,15542,50286,91076,17357,19966,19592,18054,18372,92102,13730,19628"
2024-01,"18224,87471,92619,17690,15058,17039,92380,93337,65270,86536,18824,81084,12060,90298,16689,85272,50286,16021,91907,47723,90170,16611,70704,18827,15542,50606,17357,13844,13750,15172,18372,15268,13730,78170,83520,16592,76934"
2023-12,"18224,87471,92619,17690,16689,17039,85272,47723,16675,65270,16021,15172,15058,11379,86536,90542,93337,92380,12060,85419,18824,81084,78170,13844,15268,12644,17357,90170,91907,91135,50286,13750,18827,14179,50606,18372,16611"
2023-11,"12644,90999,13337,16611,18224,85272,87471,92619,14619,17039,17690,78170,16675,15172,16021,90542,16689,47723,17357,18827,85419,11379,15058,17813,93337,65270,18824,13750,12060,91135,15268,50286,18902,92380,81084,79237"
2023-10,"90999,12644,16611,13337,87471,85272,16675,19460,18224,92619,14619,78170,16021,14708,17039,90542,12060,11379,17690,47723,16086,65270,85419,50286,93337,17357,18827,18824,92380,91135,15642,17813,91734,13844,76127,90371"
2023-09,"12644,90999,16611,92601,13337,18224,87471,16675,85272,92619,90542,14619,14708,12060,16021,50286,11379,78170,17039,85419,91560,65270,93337,92380,91907,17813,47723,16086,49429,15862,16448,13750,18827,76934,90371,50606"
2023-08,"12644,90999,87471,13337,92601,18224,16611,16675,92621,14619,14708,85272,91560,12060,92619,91379,50286,11379,16021,49429,47723,85419,14497,16086,90542,93337,65270,16448,17039,14060,78170,93263,76934,15862,13366,14151"
2023-07,"12644,87471,90999,16673,18224,13337,92601,14619,16611,16675,17372,83520,14497,14708,92621,75573,85272,91379,91560,82526,12060,92619,50286,65270,47723,90986,85419,16086,14813,49429,93263,17039,93337,16021,16448,76934,90496"
2023-06,"12644,90999,87471,93338,13337,13124,16673,92601,14497,16611,16675,92380,18224,14619,83520,14708,92621,82526,45225,17372,91379,75573,16086,12060,85272,14813,91560,90986,93337,13279,17813,91135,10258,47723,85419,18827"
2023-05,"90999,12644,87471,93338,13337,16611,14497,13124,16673,14708,18224,92601,16675,92380,14619,92621,17372,83520,75573,45225,14813,93263,15294,90986,85272,16999,91379,82526,10258,11379,12060,50286,90496,47723,13279,17813"
2023-04,"29102,90999,13337,13124,12644,93338,14708,18224,14619,87471,83520,16611,14497,92601,92380,16999,91305,16021,16673,92621,16675,14179,17372,75573,91379,15294,10258,78170,45225,13244,93263,85419,85272,17813,17869,50286"
2023-03,"29102,90999,87471,12644,13124,14708,14497,13337,93338,17979,16611,83520,14619,18224,91379,16999,16675,92601,17372,75573,16673,17869,13279,45225,92621,14179,15294,93263,10258,85272,86536,50286,15775,14444,16164,81084"
2023-02,"29102,90999,87471,14497,12644,13124,13337,18224,93338,91379,14619,13279,16611,75573,93263,10258,17869,92601,83520,14179,14708,16675,16673,17372,45225,16164,15775,16999,15294,81084,92621,86536,76934,85272,91305,90926"
2023-01,"87471,90999,29102,14708,14497,12644,91379,15793,14610,93263,14619,16611,13124,17869,18224,83520,75573,17372,13337,10258,92601,86536,92621,85272,16675,14179,50286,93338,15294,76934,13323,17272,45225,16673,89134,81084"
2022-12,"29102,14610,90999,87471,14497,12644,91734,14619,13124,93338,87364,18224,91379,14708,88462,17869,13337,92621,91305,92601,16673,93263,17372,14179,83520,75573,15793,10258,93302,45225,13323,17272,81084,16999,16675"
2022-11,"29102,90999,16255,12644,87471,82215,88462,14708,91734,14497,17869,13124,93263,83520,14619,91379,15961,13337,87364,75573,92594,16673,77699,13323,92601,92518,45225,92621,10258,14179,91305,15015,89134,81084,17372"
2022-10,"29102,90999,87471,17854,91734,82215,13124,12644,14497,14708,93263,83520,92594,91379,14619,88462,75573,17869,87364,92518,45225,13337,92601,15961,15775,92621,10258,16675,15057,86233,14179,15015,16673,13323,77699"
2022-09,"29102,90999,87471,91734,13124,83520,17854,12644,82215,75573,45225,93263,91379,14497,87364,14619,92518,92594,81084,16673,17869,92601,16675,92621,15961,15775,88462,10258,13337,14179,14708,89134,15971,15132,77699"
2022-08,"29102,91734,90999,14313,87471,89301,12644,91379,45225,88462,13124,14497,17854,87364,14619,92601,17869,75573,83520,92518,92594,93263,15132,10258,81084,92621,82779,60186,89029,77699,15775,18312,16673,15961,90288"
2022-07,"91283,29102,91734,14313,90999,87471,12644,13124,92594,88462,91379,77699,89301,16673,14497,92621,15396,75573,17869,83520,14619,92601,92518,45225,93263,15961,17854,15132,89029,83883,81084,87364,16675,89134,60186"
2022-06,"91283,29102,12644,91734,90999,91305,13124,89698,87471,92621,75573,14313,14619,88462,14497,16675,83520,92897,15396,89301,45225,91379,16673,83883,92518,17869,60186,93263,92601,93302,15132,16611,13323,92686,10258"
2022-05,"82779,91560,29102,91734,12644,92426,88462,90999,91305,13124,89698,87471,15396,92621,77699,14313,92897,13323,89301,75573,91379,15132,14497,17869,92688,83883,80577,91283,93263,85526,83520,60186,16673,16675,92518"
2022-04,"82779,91560,14615,14813,91734,92426,29102,88462,87471,91305,15132,12644,13124,14313,90999,77699,89698,17869,13844,92897,13323,15396,80577,86233,83520,92621,93263,93083,92518,89029,88518,91283,83883,85526,88471"
2022-03,"65285,82779,91560,91734,14615,88462,14813,91453,29102,92426,15132,87471,12644,91305,14313,85526,13124,80577,89698,90999,13844,13323,92897,15784,89029,16290,86233,88518,93263,75573,15961,87337,50286,15378,15396"
2022-02,"65285,14813,91560,10258,82779,14615,88462,14313,91734,85526,91453,88518,29102,92426,13323,16290,12644,89029,15132,80577,87337,89698,85272,87471,76934,86233,15784,14715,93263,15961,13844,90999,13124,15396,92897"
2022-01,"10258,14813,65285,82779,91560,15132,88462,14313,13323,14615,91627,85526,29102,91734,91453,86233,87337,92426,15784,16290,88518,14715,14536,92213,80577,14133,89029,15396,18312,13844,12644,17313,89698,15961,79213"
2021-12,"10258,14813,82779,91560,65285,91627,14313,88518,13323,88462,85526,91734,29102,89029,14615,91453,15132,87471,92426,93263,16290,15961,87337,12644,17270,86233,90999,13844,15784,79213,13124,14715,13883,92897,89648"
2021-11,"10258,82779,91560,65285,14813,88518,88462,91627,13323,14313,14615,16290,91453,93263,87471,14791,92426,85526,15784,13883,89029,14419,29102,15913,91734,86233,12644,13844,90999,88994,75573,13124,17869,15378,14497"
2021-10,"82779,10258,91560,65285,91627,88462,14813,88518,13323,14615,14313,16290,14419,12840,13844,93263,13883,15784,91734,15913,91453,88994,87471,14791,92426,85526,92131,12644,75573,89301,68145,15132,15961,29102,87337"
2021-09,"82779,10258,91627,88462,65285,88518,91560,13323,92131,90926,14813,14313,16290,87471,13844,13883,12840,14419,68145,12644,88994,85526,93263,91453,81761,29102,75573,15831,16466,87337,15961,15913,83885,77437"
2021-08,"82779,10258,65285,91627,88518,91560,88462,92131,13323,14813,90926,87471,15831,13844,14419,81761,91082,16290,75573,29102,83885,12644,12840,68145,93263,87337,15913,14313,15961,91453,85526,14056,92518,91826"
2021-07,"82779,65285,10258,91627,87471,88518,92131,91560,93371,90926,14813,88462,44813,13844,13323,16974,15831,12644,16290,81761,75573,68145,14056,89301,87337,85526,90976,12840,29102,15913,93263,91082,92426,83885"
2021-06,"82779,65285,10258,87471,13411,88518,92131,93371,91560,91627,12579,14813,81761,68145,13323,90926,16290,90483,90976,14497,16974,12644,15913,92426,15831,75573,14580,86098,87337,85526,91082,17270,15961"
2021-05,"82779,90483,65285,88518,91560,93371,13323,87471,13411,10258,17313,12579,14813,81761,16290,90976,91082,68145,14497,88511,92131,87337,90926,14580,75573,15831,91627,16974,86098,83885,88994,12644,89301"
2021-04,"15508,82779,93371,90483,13328,88518,13323,91560,65285,90976,13411,15831,14580,14813,87337,16290,91082,14497,12840,12579,14325,68145,81761,86098,75573,15961,16309,29102,15913,88994,88511,14313"
2021-03,"82779,15508,13328,14720,13323,13411,87337,48072,91627,93371,14325,86098,15831,88518,90483,65285,90976,16290,12579,14580,88511,89301,91560,15375,14497,88994,17313,16670,75573,81761,68145,15961"
2021-02,"13323,13411,15508,82779,13328,14325,14720,15831,88518,87337,86098,14536,16309,91560,65285,91627,14580,93371,81761,17045,88994,90976,88511,16968,16140,92466,16655,80069,16670,91082,14797"
2021-01,"82779,13411,13323,13328,14325,15508,81761,88518,16309,93371,15913,14536,88994,80069,14497,86098,17045,14419,92594,57913,16140,16670,14720,16655,15831,15015,15382,93012,65285,15221,92466"
2020-12,"82779,14325,13328,13323,13411,15508,16670,88518,80069,14497,15382,15221,15436,14536,15831,16309,16655,88994,65285,89648,16140,17045,15015,68145,14245,72119,12527,15643,81761,15358"
2020-11,"82779,15913,13323,14325,13918,13328,15508,88518,13411,16670,16655,14497,15831,15436,65285,15643,80069,16699,93371,14536,57913,15358,16290,72119,15382,88994,15914,15961,15015"
2020-10,"14325,82779,13323,13918,15508,13328,65285,88518,16670,16655,14497,15221,15436,15831,14536,13411,15015,14720,16699,15643,72119,80069,15913,88994,14797,14245,15358,16140,93371"
2020-09,"82779,14325,89169,13323,12350,13918,13328,15508,15221,15015,88994,14536,80069,12527,57913,15831,65285,81761,10253,88518,14797,16699,92518,90926,15436,14296,92594,88807"
2020-08,"14325,89169,82779,13323,13918,14797,80069,15221,15015,13328,12350,93371,57913,15508,14536,15831,14245,88518,13693,10253,16699,65285,15358,86916,14296,88807,72119,16649"
2020-07,"14325,13323,82779,89169,15015,13918,14797,80069,13328,14536,15831,14296,14791,15436,14466,16699,93371,14245,15221,12266,10253,15508,79039,92518,72119,15358,16649,88807"
2020-06,"44813,14325,13323,13918,15831,14797,80069,15015,82779,14536,13328,88807,14826,14466,12266,92518,93371,14296,72119,15221,92686,14245,12452,16655,83883,50606,16670"
2020-05,"44813,14325,13323,14797,13116,80069,82779,15015,15831,13918,92518,14466,14826,12266,72119,50606,14536,15506,13328,15221,77569,14136,15585,83883,89698,15789,15833"
2020-04,"44813,14325,13323,15831,80069,90101,14797,15015,13116,82779,13918,50606,14826,65285,15221,12266,15789,14466,80577,83883,14133,14136,89698,72119,92518,14818"
2020-03,"44813,14325,90101,15831,80069,13323,15015,88462,14133,14468,15221,14610,14797,89698,50606,12266,65285,15789,13116,72119,14466,14296,92665,80577,15358,13918"
2020-02,"44813,90101,80069,12266,14325,15831,13323,14135,15221,15789,14466,91184,92665,92426,88518,13918,93299,13116,13751,92518,72119,88462,89698,14797,65285,50606,16309"
2020-01,"44813,80069,14325,13323,12266,13116,90101,14135,12579,92426,88518,92665,15789,76038,72119,80577,14466,16309,89698,91184,14136,92518,14826,13751,65285,15358,89029"
2019-12,"44813,80069,14325,13116,12266,13323,65285,92426,88471,76038,72119,90101,92665,14135,15789,88518,14536,15072,80577,14466,89698,13328,91184,16309,15358,93299"
2019-11,"90101,44813,13116,13323,15285,14826,12266,92426,15789,65285,92665,88471,72119,76038,14325,14536,88518,50606,12579,13328,89698,14135,15506,93299,15358,15072"
2019-10,"10333,15285,13844,13323,44813,13116,14826,12266,72119,92426,76038,15506,15789,92665,14325,88471,15358,14135,16309,14536,89698,91021,91664,91832,88518,14466"
2019-09,"15285,10333,13844,13116,92665,12266,13323,44813,14826,72119,92426,76038,15789,15506,13328,88471,14536,14325,84511,14245,90595,92252,15358,91832,14466,87437"
2019-08,"15285,83762,13116,10333,92665,13844,44813,12266,91832,77437,14826,13328,91348,14466,90595,13693,13323,87437,14245,14325,14663,92426,14135,88471,15506,15358"
2019-07,"91832,10333,15285,90101,92665,90595,77437,15597,14245,91348,76038,13844,12266,88471,13116,90885,87437,15171,92426,13693,14325,15358,13751,14663,44813,13328"
2019-06,"91832,79444,90496,90101,91836,13751,15285,91348,92665,15597,76963,10333,90595,88863,77437,15429,44813,12266,14245,92470,76038,13328,13844,14056,88471,14325"
2019-05,"91832,90496,15285,76963,79444,90101,77437,90595,91836,12350,10333,88863,91348,12266,15429,14135,79122,13328,87437,76038,13751,13693,14245,89889,14536,72119"
2019-04,"91832,90496,15285,77437,79444,90101,76963,12350,91836,10333,12397,90595,13116,88863,13328,79122,15597,87437,15429,12488,13279,76038,14135,13751,92470,11644"
2019-03,"91832,90496,15285,12350,90101,12397,77437,76963,91836,88863,10333,13328,13116,79444,79122,92470,90595,61241,87437,15597,13279,12488,85002,12266,92213"
2019-02,"91832,90496,12397,89547,12350,92470,90101,91836,90595,10333,89898,76963,13328,79122,88863,85002,87437,13751,61241,84566,84511,15285,15597,12488,13116"
2019-01,"91832,90496,12350,89547,12397,90101,89898,91836,92470,76963,90595,10333,12488,79122,91348,44813,87437,88863,13328,13350,88417,14610,61241,84511,10966"
2018-12,"91832,90496,12397,89898,90101,76963,12350,89547,91836,91348,92470,87437,79122,10333,12488,90595,77437,88863,61241,13328,80054,15597,10966,44813"
2018-11,"91832,12350,90496,88240,90101,89898,77437,89547,76963,91836,61241,10333,89175,92213,92345,87437,14596,86580,91348,88863,14135,12488,92470,79122,13328"
2018-10,"91832,90496,12350,89898,10333,88240,92213,90101,91836,76963,61241,14596,89547,87437,89244,86580,76038,15365,10966,91348,38850,12488,14135,13328,89175"
2018-09,"91832,90496,12350,10333,76963,89898,90101,88240,92213,89244,91836,90595,13328,15365,86580,61241,10966,87437,89547,89175,10253,14596,38850,12488,92557"
2018-08,"91832,90496,10333,90101,89244,89898,12350,76963,90595,10966,91836,92213,86580,88240,38850,89547,13328,89175,11644,61241,87437,14596,10253,12488,88417"
2018-07,"91832,90496,90101,89898,90595,76963,12350,10966,92213,89244,91836,86580,38850,91184,87437,89547,88240,13328,88417,12488,14596,90476,80539,86990"
2018-06,"91832,90496,90595,89898,90101,76963,91836,92213,10966,12350,89244,91184,86580,87437,89547,38850,80539,14616,14468,88417,10333,88159,86990,14596"
2018-05,"90595,91832,90496,90101,76963,91836,89898,92213,91184,80539,10966,86580,88417,87437,88159,88173,89244,14616,86990,10333,12226,38850,85002,12350"
2018-04,"90595,91832,90101,92213,76963,91836,90496,90640,87437,86580,88417,88159,14616,89244,88173,91184,10966,80539,93306,13844,10333,12488,14882,86990"
2018-03,"90595,91832,92213,90101,87437,90496,90640,91836,76963,88173,86580,88159,14616,91184,88417,10333,10966,14882,93306,90125,92775,14596,92345,80539"
2018-02,"90595,92213,91832,90101,87437,88159,88417,91836,88173,86580,10333,12350,76963,90496,14882,14616,92775,10966,91742,93306,14596,93067,90125,92345"
2018-01,"90595,90101,91832,88159,88417,88173,76963,91836,87437,86580,10333,90496,92213,14616,14882,10966,92345,77610,93067,12497,92775,90125,92091,14596"
2017-12,"90595,90101,76963,46834,91832,88417,88159,91836,88173,86580,87437,90496,10966,92486,90125,92345,14882,93067,92775,14596,93306,77610,77780"
2017-11,"90595,46834,90101,76963,91832,88159,90029,88417,87437,91836,86580,90496,88173,92486,10966,92775,14882,14166,90125,93067,92345,85035,14596"
2017-10,"46834,90595,76963,88159,87437,90029,88173,88417,90101,86580,92486,91836,90496,10966,92775,85035,58836,90125,76839,93067,91832,14882,14616"
2017-09,"46834,90595,76963,91836,90029,88417,88173,87437,92486,90101,86580,90496,92775,88159,87043,10966,93067,58836,76839,85035,92345,47387,12226"
2017-08,"46834,90595,76963,91836,88417,88173,87437,90101,90496,86580,92486,10966,92775,58836,90029,12226,87043,88159,87439,93067,85035,76839"
2017-07,"46834,90595,12497,91836,76963,88417,88173,87437,85035,90955,86580,90101,87043,90496,12226,93067,58836,92486,87439,88159,10966,92775"
2017-06,"46834,90595,12497,91836,76963,90101,88173,88417,87437,90496,90955,12226,85035,87043,88159,93067,58836,92486,92775,86580,12339,14459"
2017-05,"46834,12497,90595,76963,88417,91836,88173,12226,85502,85035,93067,90496,91625,58836,88159,87437,86580,92486,14459,77175,12339,77437"
2017-04,"90595,46834,12497,91836,88173,76963,85035,93067,88417,12226,87437,91625,88159,86580,58836,90496,77437,88362,85502,14459,77780,91815"
2017-03,"90595,46834,12497,76963,93067,85035,88173,12226,88417,91836,86580,91625,14166,58836,90496,87437,77780,91815,85502,87439,77175,83382"
2017-02,"76963,46834,90595,85035,12226,93067,88173,91836,86580,88417,87439,58836,92089,77780,91815,77175,87437,91625,90496,86887,14166,77437"
2017-01,"46834,76963,90595,85035,12226,88173,93067,77437,86580,88417,91836,92089,87439,83534,58836,87437,77175,93069,91625,12488,85502,14166"
2016-12,"46834,90595,85035,83382,76963,12226,88173,88417,58836,90029,93067,12497,86580,83534,90496,85397,91625,89875,12339,12488,92089,10257"
2016-11,"46834,76963,83382,85035,90029,12226,89169,88173,89875,93067,88417,86444,83534,12488,91348,58836,93069,90496,85397,91625,12078"
2016-10,"46834,76963,90029,89169,83382,85035,84511,12226,93069,89875,88173,12488,88417,12078,93067,91625,58836,90496,31668,86444,83534"
2016-09,"76963,46834,85035,83382,90029,89169,89875,12226,84511,93067,88173,12488,93069,10257,86444,88417,58836,12339,90744,13783,12078"
2016-08,"76963,46834,83382,90029,85035,93067,89875,93126,12226,58836,88173,10257,84511,86444,12339,77699,92486,92775,13783,87337,93002"
2016-07,"89875,90029,86444,46834,83382,86233,85035,93067,84511,87439,93126,88173,58836,77699,12226,92486,10257,12339,87337,92775,13407"
2016-06,"89875,86444,83382,46834,86233,93126,85035,93371,90126,93067,90029,58836,88173,87337,12339,80341,10257,84511,12226,13407,92486"
2016-05,"89875,86165,46834,86444,86233,87337,83382,84511,85035,93237,90029,77699,80341,93126,58836,88173,93067,90126,12339,92486,13706"
2016-04,"89875,83382,86165,46834,86444,87337,93237,85035,90029,91607,77699,80341,90126,93067,12339,12226,58836,93380,93436,92775"
2016-03,"89875,46834,83382,90029,87337,86444,93237,86165,85035,90126,85293,13706,80341,93067,80306,58836,93436,12226,12339,88173"
2016-02,"89875,46834,86165,13706,86444,85035,83382,90126,90029,12226,92486,58836,91607,93436,80306,88173,83534,90177,79906,12339"
2016-01,"89875,90126,83382,86165,85293,86444,46834,85035,90029,13706,39731,90177,83989,92486,58836,80306,83534,79906,93436,91607"
